,IN_ACESSIBILIDADE_INEXISTENTE,DEF_LOCOMOCAO,DEF_AUDITIVA,DEF_VISUAL,FEDERAL,ESTADUAL,MUNICIPAL,PRIVADA,URBANA,RURAL
4695,True,False,False,False,False,False,True,False,True,False
4696,False,True,True,True,False,False,False,True,True,False
4697,False,False,False,False,False,True,False,False,True,False
4698,False,True,False,False,False,False,False,True,True,False
4699,False,False,False,False,False,False,True,False,True,False
4700,False,False,True,False,False,False,False,True,True,False
4701,False,True,False,False,False,True,False,False,True,False
4702,True,False,False,False,False,True,False,False,True,False
4703,True,False,False,False,False,True,False,False,True,False
4704,False,True,False,False,False,False,True,False,True,False
4705,True,False,False,False,False,False,True,False,True,False
4706,False,True,False,False,False,False,True,False,True,False
4707,False,True,False,False,False,False,True,False,True,False
4708,False,True,False,False,False,False,True,False,True,False
4709,False,False,False,False,False,False,False,True,True,False
4710,False,False,False,False,False,False,True,False,False,True
4711,True,False,False,False,False,False,True,False,True,False
4712,False,True,False,False,False,False,False,True,True,False
4713,False,False,False,False,False,False,True,False,True,False
4714,True,False,False,False,False,False,True,False,True,False
4715,False,True,False,False,False,True,False,False,True,False
4716,True,False,False,False,False,False,True,False,True,False
4717,True,False,False,False,False,False,True,False,True,False
4718,False,False,False,False,False,False,False,True,True,False
4719,False,False,False,False,False,True,False,False,False,True
4720,False,True,False,False,False,False,True,False,True,False
4721,False,True,False,False,False,False,True,False,True,False
4722,False,False,False,False,False,False,False,True,True,False
4723,False,False,False,False,False,False,True,False,True,False
4724,False,False,False,False,False,True,False,False,True,False
4725,False,True,False,False,False,True,False,False,False,True
4726,False,True,False,False,False,False,True,False,True,False
4727,False,True,False,False,False,True,False,False,True,False
4728,False,False,False,False,False,False,True,False,True,False
4729,False,True,False,False,False,False,True,False,False,True
4730,False,True,False,False,False,False,True,False,True,False
4731,True,False,False,False,False,False,True,False,True,False
4732,True,False,False,False,False,False,True,False,False,True
4733,False,False,False,False,False,False,True,False,True,False
4734,False,False,True,True,False,False,True,False,True,False
4735,False,True,False,False,False,False,True,False,True,False
4736,False,True,False,False,False,False,True,False,True,False
4737,False,True,False,False,False,False,True,False,False,True
4738,False,False,False,False,False,False,True,False,True,False
4739,False,False,False,False,False,False,True,False,True,False
4740,False,True,False,False,False,False,True,False,True,False
4741,False,True,False,False,False,False,False,True,True,False
4742,True,False,False,False,False,False,True,False,False,True
4743,False,False,False,False,False,False,False,True,True,False
4744,True,False,False,False,False,False,False,True,True,False
4745,True,False,False,False,False,False,True,False,True,False
4746,False,True,False,False,False,False,True,False,False,True
4747,False,False,False,False,False,False,True,False,True,False
4748,False,True,False,False,False,False,True,False,True,False
4749,True,False,False,False,False,True,False,False,True,False
4750,False,True,True,False,False,False,True,False,False,True
4751,False,True,False,False,False,False,True,False,True,False
4752,False,True,False,False,False,True,False,False,True,False
4753,True,False,False,False,False,False,True,False,True,False
4754,False,True,False,False,False,False,True,False,True,False
4755,False,True,False,False,False,False,False,True,True,False
4756,False,False,False,False,False,True,False,False,False,True
4757,True,False,False,False,False,True,False,False,True,False
4758,False,True,False,False,False,False,False,True,True,False
4759,False,True,True,False,False,False,True,False,True,False
4760,False,True,False,False,False,False,True,False,True,False
4761,False,True,False,False,False,False,False,True,True,False
4762,True,False,False,False,False,False,True,False,True,False
4763,False,False,False,False,False,False,False,True,True,False
4764,False,True,False,False,False,False,True,False,False,True
4765,False,True,True,False,False,False,True,False,False,True
4766,False,True,True,False,False,False,True,False,True,False
4767,False,False,False,False,False,True,False,False,True,False
4768,False,True,False,False,False,False,True,False,True,False
4769,False,True,False,False,False,False,True,False,True,False
4770,True,False,False,False,False,False,False,True,True,False
4771,False,False,False,False,False,False,True,False,True,False
4772,True,False,False,False,False,True,False,False,False,True
4773,True,False,False,False,False,True,False,False,False,True
4774,True,False,False,False,False,True,False,False,False,True
4775,False,True,False,False,False,False,True,False,True,False
4776,False,False,False,False,False,False,False,True,True,False
4777,True,False,False,False,False,False,True,False,False,True
4778,False,True,False,False,False,False,True,False,True,False
4779,False,False,False,False,False,True,False,False,False,True
4780,False,True,False,False,False,False,True,False,False,True
4781,False,False,False,False,False,False,True,False,True,False
4782,False,True,True,True,False,False,True,False,True,False
4783,False,True,False,False,False,False,True,False,True,False
4784,True,False,False,False,False,True,False,False,False,True
4785,False,True,False,False,False,True,False,False,True,False
4786,False,True,False,False,False,False,True,False,True,False
4787,False,True,False,False,False,False,True,False,True,False
4788,False,True,False,False,False,False,True,False,True,False
4789,False,True,False,False,False,False,True,False,False,True
4790,False,False,False,False,False,False,True,False,True,False
4791,False,True,False,False,False,False,False,True,True,False
4792,False,True,False,False,False,False,True,False,True,False
4793,False,True,False,False,False,False,True,False,False,True
4794,True,False,False,False,False,False,False,True,True,False
4795,False,True,False,True,False,False,True,False,True,False
4796,False,False,False,False,False,False,True,False,False,True
4797,False,False,False,False,False,False,False,True,True,False
4798,False,True,False,False,False,True,False,False,True,False
4799,False,True,True,False,False,False,True,False,False,True
4800,False,True,False,False,False,False,True,False,True,False
4801,True,False,False,False,False,False,True,False,True,False
4802,True,False,False,False,False,True,False,False,True,False
4803,True,False,False,False,False,False,True,False,True,False
4804,False,False,False,False,False,False,False,True,True,False
4805,False,True,False,False,False,False,False,True,True,False
4806,False,True,False,False,False,False,False,True,True,False
4807,False,False,False,False,False,True,False,False,True,False
4808,False,True,True,False,False,False,True,False,False,True
4809,False,True,False,False,False,True,False,False,True,False
4810,False,False,False,False,False,False,False,True,True,False
4811,True,False,False,False,False,False,True,False,True,False
4812,False,True,True,False,False,False,False,True,True,False
4813,True,False,False,False,False,False,True,False,False,True
4814,False,True,False,False,False,False,False,True,True,False
4815,False,False,False,False,False,False,True,False,False,True
4816,False,True,False,False,False,True,False,False,True,False
4817,False,False,False,False,False,False,True,False,True,False
4818,False,False,False,False,False,False,False,True,True,False
4819,False,False,False,False,False,False,True,False,True,False
4820,False,False,False,False,False,False,True,False,True,False
4821,False,True,False,False,False,False,True,False,True,False
4822,False,False,False,False,False,False,True,False,False,True
4823,False,False,False,False,False,False,True,False,True,False
4824,False,False,False,False,False,False,True,False,False,True
4825,False,False,False,False,False,True,False,False,True,False
4826,False,False,False,False,False,False,True,False,False,True
4827,False,True,True,False,False,False,True,False,True,False
4828,False,True,True,True,False,False,True,False,True,False
4829,True,False,False,False,False,False,True,False,True,False
4830,False,True,True,False,False,False,True,False,True,False
4831,False,True,False,False,False,False,True,False,True,False
4832,False,False,False,False,False,False,True,False,True,False
4833,False,True,False,False,False,False,False,True,True,False
4834,False,True,False,False,False,False,True,False,True,False
4835,False,False,False,False,False,False,True,False,True,False
4836,False,True,False,False,False,False,True,False,True,False
4837,True,False,False,False,False,False,True,False,True,False
4838,True,False,False,False,False,True,False,False,True,False
4839,False,True,False,True,False,False,True,False,True,False
4840,False,False,False,False,False,False,True,False,True,False
4841,False,False,False,False,False,True,False,False,False,True
4842,False,True,False,False,False,False,True,False,False,True
4843,False,False,False,False,False,False,True,False,False,True
4844,False,True,False,False,False,False,False,True,True,False
4845,False,True,False,False,False,False,False,True,True,False
4846,False,False,False,False,False,False,True,False,True,False
4847,False,True,True,False,False,True,False,False,True,False
4848,False,False,False,False,False,False,True,False,True,False
4849,True,False,False,False,False,False,True,False,False,True
4850,False,False,False,False,False,False,True,False,False,True
4851,False,False,False,False,False,False,False,True,True,False
4852,False,True,False,False,False,True,False,False,True,False
4853,False,True,False,False,False,False,True,False,True,False
4854,True,False,False,False,False,False,True,False,True,False
4855,False,True,False,False,False,False,True,False,False,True
4856,True,False,False,False,False,False,True,False,True,False
4857,False,False,False,False,False,True,False,False,True,False
4858,False,False,False,False,False,False,True,False,True,False
4859,False,True,False,False,False,False,True,False,False,True
4860,True,False,False,False,False,True,False,False,True,False
4861,False,False,True,False,False,False,False,True,True,False
4862,False,True,False,False,False,False,True,False,True,False
4863,False,True,False,False,False,False,True,False,True,False
4864,False,False,False,False,False,False,True,False,True,False
4865,False,False,False,False,False,True,False,False,False,True
4866,False,True,False,False,False,False,True,False,True,False
4867,False,False,False,False,False,False,True,False,True,False
4868,True,False,False,False,False,False,True,False,True,False
4869,False,True,False,False,False,True,False,False,False,True
4870,False,False,False,False,False,False,False,True,True,False
4871,False,True,False,True,False,False,True,False,False,True
4872,True,False,False,False,False,False,True,False,True,False
4873,False,False,False,False,False,False,False,True,True,False
4874,False,False,False,False,False,False,True,False,True,False
4875,True,False,False,False,False,False,True,False,False,True
4876,True,False,False,False,False,True,False,False,True,False
4877,False,False,False,False,False,True,False,False,True,False
4878,False,False,False,False,False,False,True,False,False,True
4879,True,False,False,False,False,False,True,False,False,True
4880,False,False,False,False,False,False,True,False,True,False
4881,False,True,False,False,False,True,False,False,False,True
4882,False,True,False,False,False,True,False,False,True,False
4883,False,True,False,False,False,False,True,False,True,False
4884,True,False,False,False,False,True,False,False,True,False
4885,False,True,False,False,False,False,False,True,True,False
4886,False,True,False,False,False,False,False,True,True,False
4887,False,True,False,False,False,True,False,False,True,False
4888,False,False,False,False,False,False,True,False,True,False
4889,False,True,False,False,False,False,True,False,True,False
4890,True,False,False,False,False,False,True,False,True,False
4891,False,True,False,False,False,False,True,False,False,True
4892,False,False,False,False,False,False,True,False,True,False
4893,False,True,False,False,False,False,True,False,True,False
4894,True,False,False,False,False,False,True,False,True,False
4895,False,False,False,False,False,False,True,False,True,False
4896,True,False,False,False,False,False,True,False,True,False
4897,False,False,False,False,False,False,True,False,True,False
4898,True,False,False,False,False,False,True,False,True,False
4899,False,False,False,False,False,False,True,False,False,True
4900,True,False,False,False,False,False,True,False,False,True
4901,False,False,False,False,False,False,True,False,True,False
4902,False,False,False,False,False,True,False,False,True,False
4903,False,False,False,False,False,False,True,False,True,False
4904,False,False,False,False,False,False,True,False,True,False
4905,False,True,False,False,False,False,True,False,True,False
4906,True,False,False,False,False,True,False,False,True,False
4907,False,False,False,False,False,True,False,False,True,False
4908,True,False,False,False,False,False,True,False,True,False
4909,False,True,False,False,False,False,True,False,True,False
4910,False,True,False,False,False,False,True,False,True,False
4911,False,True,False,False,False,False,True,False,True,False
4912,True,False,False,False,False,False,True,False,True,False
4913,False,False,False,False,False,False,False,True,True,False
4914,False,True,False,False,False,False,True,False,True,False
4915,False,True,False,False,False,False,True,False,True,False
4916,True,False,False,False,False,True,False,False,True,False
4917,False,False,False,True,False,False,True,False,True,False
4918,False,True,False,False,False,False,True,False,True,False
4919,False,True,True,False,False,False,True,False,True,False
4920,False,True,False,False,False,True,False,False,True,False
4921,False,True,True,False,False,True,False,False,True,False
4922,False,False,False,False,False,False,True,False,False,True
4923,False,True,False,False,False,False,True,False,True,False
4924,False,True,False,False,False,False,True,False,True,False
4925,False,False,False,False,False,True,False,False,False,True
4926,False,True,False,False,False,False,False,True,True,False
4927,False,True,False,False,False,False,True,False,True,False
4928,False,True,False,False,False,True,False,False,True,False
4929,False,True,False,False,False,False,True,False,True,False
4930,False,False,True,False,False,True,False,False,True,False
4931,False,False,False,False,False,True,False,False,False,True
4932,False,True,False,False,False,False,True,False,True,False
4933,False,True,False,False,False,False,False,True,True,False
4934,False,True,False,False,False,True,False,False,True,False
4935,True,False,False,False,False,False,True,False,True,False
4936,False,True,True,False,False,False,True,False,True,False
4937,False,False,False,False,False,False,True,False,True,False
4938,False,False,False,False,False,True,False,False,False,True
4939,False,True,False,False,False,False,False,True,True,False
4940,False,True,True,True,False,False,False,True,True,False
4941,False,True,False,False,False,True,False,False,True,False
4942,False,True,False,False,False,False,True,False,True,False
4943,False,True,True,False,False,False,True,False,True,False
4944,False,False,False,False,False,False,True,False,True,False
4945,True,False,False,False,False,False,True,False,True,False
4946,True,False,False,False,False,True,False,False,True,False
4947,False,False,False,False,False,False,True,False,True,False
4948,False,True,True,False,False,False,False,True,True,False
4949,False,False,False,False,False,False,True,False,True,False
4950,False,True,False,False,False,False,True,False,True,False
4951,False,True,False,False,False,False,True,False,True,False
4952,False,True,False,False,False,True,False,False,True,False
4953,False,False,False,False,False,True,False,False,True,False
4954,False,False,False,False,False,False,False,True,True,False
4955,False,True,False,False,False,False,True,False,True,False
4956,False,True,False,False,False,False,False,True,True,False
4957,False,True,True,False,False,False,True,False,True,False
4958,False,True,False,False,False,False,False,True,True,False
4959,False,False,False,False,False,False,True,False,True,False
4960,True,False,False,False,False,False,True,False,False,True
4961,False,False,False,False,False,True,False,False,True,False
4962,False,True,False,False,False,True,False,False,False,True
4963,False,True,False,False,False,True,False,False,True,False
4964,True,False,False,False,False,True,False,False,False,True
4965,False,True,False,False,False,True,False,False,True,False
4966,False,True,False,False,False,True,False,False,False,True
4967,False,True,False,False,False,False,True,False,True,False
4968,True,False,False,False,False,True,False,False,True,False
4969,False,True,True,False,False,False,False,True,True,False
4970,False,False,False,False,False,False,True,False,True,False
4971,False,True,False,False,False,True,False,False,True,False
4972,True,False,False,False,False,False,True,False,False,True
4973,False,False,False,False,False,False,False,True,True,False
4974,False,True,False,False,False,True,False,False,True,False
4975,False,True,True,False,False,False,False,True,True,False
4976,False,False,False,False,False,False,True,False,True,False
4977,False,True,False,False,False,False,False,True,True,False
4978,True,False,False,False,False,False,False,True,True,False
4979,False,True,False,False,False,False,True,False,True,False
4980,False,True,False,False,False,False,True,False,True,False
4981,False,False,False,False,False,False,True,False,True,False
4982,False,True,False,True,False,False,True,False,True,False
4983,False,False,False,False,False,False,True,False,True,False
4984,False,True,False,False,False,False,False,True,True,False
4985,False,True,False,False,False,False,True,False,True,False
4986,False,False,False,False,False,True,False,False,True,False
4987,False,False,False,False,False,False,True,False,True,False
4988,False,True,False,False,False,True,False,False,True,False
4989,False,True,False,False,False,False,True,False,True,False
4990,True,False,False,False,False,False,True,False,True,False
4991,False,True,False,False,False,False,False,True,True,False
4992,True,False,False,False,False,False,True,False,False,True
4993,False,False,False,False,False,False,False,True,True,False
4994,False,False,False,False,False,False,True,False,False,True
4995,False,True,False,False,False,False,True,False,False,True
4996,False,True,False,False,False,False,True,False,True,False
4997,False,True,False,False,False,False,True,False,True,False
4998,False,True,False,False,False,False,True,False,False,True
4999,False,True,False,False,False,False,True,False,True,False
5000,True,False,False,False,False,False,True,False,True,False
5001,False,False,False,False,False,False,False,True,True,False
5002,False,True,False,False,False,False,True,False,False,True
5003,False,True,False,False,False,False,True,False,True,False
5004,False,True,False,False,False,False,True,False,True,False
5005,False,True,False,False,False,False,True,False,True,False
5006,False,True,False,False,False,False,True,False,False,True
5007,False,False,False,False,False,False,True,False,True,False
5008,True,False,False,False,False,False,True,False,True,False
5009,False,False,False,False,False,True,False,False,True,False
5010,False,False,False,False,False,False,False,True,True,False
5011,False,True,False,False,False,False,True,False,True,False
5012,False,False,False,False,False,False,True,False,True,False
5013,False,False,False,False,False,False,False,True,True,False
5014,False,False,False,False,False,False,True,False,False,True
5015,False,False,False,False,False,False,True,False,True,False
5016,True,False,False,False,False,False,True,False,True,False
5017,False,True,True,False,False,False,False,True,True,False
5018,True,False,False,False,False,False,True,False,True,False
5019,False,True,False,False,False,False,True,False,False,True
5020,False,True,False,False,False,False,True,False,True,False
5021,False,True,False,False,False,False,True,False,True,False
5022,False,False,False,False,False,False,True,False,True,False
5023,False,False,False,False,False,False,True,False,True,False
5024,False,False,False,False,False,False,True,False,True,False
5025,False,True,False,False,False,False,True,False,False,True
5026,False,False,False,False,False,False,True,False,True,False
5027,False,False,False,False,False,False,True,False,True,False
5028,False,True,False,False,False,False,True,False,False,True
5029,False,True,False,False,False,False,False,True,True,False
5030,False,True,False,False,False,False,True,False,True,False
5031,False,True,False,False,False,False,True,False,True,False
5032,False,True,False,False,False,False,False,True,True,False
5033,True,False,False,False,False,False,True,False,True,False
5034,True,False,False,False,False,False,False,True,True,False
5035,False,False,False,False,False,False,False,True,True,False
5036,False,True,False,False,False,False,True,False,True,False
5037,False,False,False,False,False,False,True,False,True,False
5038,False,True,False,True,False,False,True,False,True,False
5039,False,False,False,False,False,False,True,False,True,False
5040,False,True,False,False,False,False,False,True,True,False
5041,False,True,False,False,False,False,True,False,True,False
5042,False,False,True,False,False,False,False,True,True,False
5043,False,True,False,False,False,False,True,False,True,False
5044,False,False,False,False,False,False,True,False,False,True
5045,False,True,False,False,False,False,True,False,True,False
5046,False,True,False,False,False,False,False,True,True,False
5047,False,True,False,False,False,False,True,False,True,False
5048,False,True,False,False,False,False,False,True,True,False
5049,False,False,False,False,False,True,False,False,False,True
5050,False,True,True,True,False,False,False,True,True,False
5051,False,True,False,False,False,False,False,True,True,False
5052,False,True,False,False,False,False,True,False,True,False
5053,False,False,False,False,False,False,True,False,True,False
5054,False,True,False,False,False,False,True,False,True,False
5055,False,False,False,False,False,False,True,False,True,False
5056,False,True,False,False,False,False,True,False,True,False
5057,False,True,False,False,False,False,True,False,False,True
5058,False,False,False,False,False,False,True,False,True,False
5059,False,True,False,False,False,False,True,False,True,False
5060,False,False,False,False,False,False,True,False,True,False
5061,False,True,False,False,False,False,True,False,True,False
5062,True,False,False,False,False,False,True,False,False,True
5063,False,True,False,False,False,False,True,False,True,False
5064,False,False,False,False,False,False,True,False,True,False
5065,False,False,False,False,False,False,True,False,True,False
5066,False,True,False,False,False,True,False,False,True,False
5067,False,False,False,False,False,False,True,False,True,False
5068,False,True,False,False,False,False,True,False,False,True
5069,False,True,False,False,False,True,False,False,True,False
5070,False,True,False,False,False,False,False,True,True,False
5071,False,True,False,False,False,False,False,True,True,False
5072,False,False,False,False,False,False,False,True,True,False
5073,False,True,False,False,False,True,False,False,True,False
5074,False,False,True,False,False,False,False,True,True,False
5075,False,True,True,True,False,False,True,False,True,False
5076,True,False,False,False,False,True,False,False,True,False
5077,False,True,False,False,False,False,True,False,True,False
5078,False,False,False,False,False,False,True,False,True,False
5079,False,True,False,False,False,True,False,False,True,False
5080,False,True,False,False,False,False,False,True,True,False
5081,False,True,True,False,False,True,False,False,True,False
5082,False,True,False,False,False,True,False,False,True,False
5083,False,True,True,False,False,True,False,False,True,False
5084,False,True,False,False,False,False,True,False,False,True
5085,False,True,False,False,False,False,True,False,True,False
5086,False,False,False,False,False,False,False,True,True,False
5087,False,False,False,False,False,False,True,False,True,False
5088,False,True,False,False,False,True,False,False,True,False
5089,False,True,False,False,False,False,True,False,False,True
5090,True,False,False,False,False,False,True,False,True,False
5091,False,False,False,False,False,False,True,False,False,True
5092,False,False,False,False,False,False,False,True,True,False
5093,False,True,False,False,False,True,False,False,True,False
5094,False,True,False,False,False,False,True,False,True,False
5095,False,False,True,False,False,False,True,False,True,False
5096,False,True,False,False,False,False,True,False,False,True
5097,False,False,False,False,False,False,True,False,False,True
5098,True,False,False,False,False,False,True,False,True,False
5099,False,True,False,False,False,True,False,False,True,False
5100,True,False,False,False,False,False,True,False,True,False
5101,False,True,False,False,False,False,True,False,True,False
5102,False,True,False,False,False,False,True,False,False,True
5103,True,False,False,False,False,False,True,False,True,False
5104,False,False,False,False,False,False,False,True,True,False
5105,True,False,False,False,False,False,True,False,True,False
5106,False,False,False,False,False,False,True,False,True,False
5107,True,False,False,False,False,False,True,False,True,False
5108,True,False,False,False,False,False,True,False,True,False
5109,False,False,False,False,False,False,True,False,True,False
5110,True,False,False,False,False,False,True,False,True,False
5111,False,False,False,False,False,False,True,False,True,False
5112,False,True,False,False,False,False,True,False,True,False
5113,True,False,False,False,False,True,False,False,False,True
5114,False,True,False,False,False,False,True,False,False,True
5115,False,False,False,False,False,False,True,False,True,False
5116,False,True,False,False,False,False,True,False,True,False
5117,False,True,False,False,False,True,False,False,False,True
5118,False,True,False,False,False,False,False,True,True,False
5119,False,False,False,False,False,False,True,False,True,False
5120,False,True,False,False,False,False,True,False,False,True
5121,False,False,False,False,False,False,True,False,True,False
5122,False,False,False,False,False,False,False,True,True,False
5123,False,True,False,False,False,False,True,False,True,False
5124,False,True,False,False,False,False,True,False,True,False
5125,True,False,False,False,False,True,False,False,True,False
5126,False,False,False,False,False,False,True,False,True,False
5127,True,False,False,False,False,True,False,False,True,False
5128,False,True,False,False,False,True,False,False,False,True
5129,False,False,True,False,False,True,False,False,True,False
5130,False,False,False,False,False,False,False,True,True,False
5131,False,True,False,False,False,False,True,False,True,False
5132,False,True,False,False,False,True,False,False,True,False
5133,False,False,False,False,False,False,True,False,True,False
5134,True,False,False,False,False,False,True,False,False,True
5135,False,True,False,False,False,False,True,False,False,True
5136,False,True,False,False,False,False,True,False,True,False
5137,False,False,False,False,False,False,True,False,False,True
5138,False,True,True,False,False,False,False,True,True,False
5139,False,True,False,False,False,True,False,False,True,False
5140,False,True,False,False,False,False,True,False,True,False
5141,False,False,False,False,False,False,False,True,True,False
5142,False,False,False,False,False,False,True,False,True,False
5143,False,False,False,False,False,False,True,False,True,False
5144,False,True,False,False,False,False,True,False,False,True
5145,False,True,False,True,False,True,False,False,True,False
5146,True,False,False,False,False,False,True,False,True,False
5147,True,False,False,False,False,True,False,False,True,False
5148,False,True,False,False,False,False,True,False,False,True
5149,False,False,False,False,False,False,True,False,True,False
5150,False,False,False,False,False,False,True,False,True,False
5151,False,False,False,False,False,False,False,True,True,False
5152,False,True,True,False,False,False,False,True,True,False
5153,False,False,False,False,False,False,True,False,True,False
5154,True,False,False,False,False,False,True,False,True,False
5155,False,False,False,False,False,False,False,True,True,False
5156,False,True,False,False,False,False,True,False,True,False
5157,False,True,False,False,False,False,False,True,True,False
5158,False,True,False,False,False,False,True,False,True,False
5159,False,True,False,False,False,True,False,False,True,False
5160,False,True,False,False,False,False,True,False,True,False
5161,False,True,False,False,False,False,True,False,True,False
5162,False,True,True,True,False,False,False,True,True,False
5163,False,True,False,False,False,False,True,False,True,False
5164,False,True,False,False,False,False,True,False,True,False
5165,False,True,False,False,False,False,True,False,True,False
5166,False,True,False,False,False,False,True,False,False,True
5167,False,True,False,False,False,False,True,False,True,False
5168,False,False,False,False,False,True,False,False,True,False
5169,True,False,False,False,False,False,True,False,True,False
5170,False,True,False,False,False,False,True,False,False,True
5171,False,True,False,False,False,False,True,False,True,False
5172,False,False,False,False,False,False,False,True,True,False
5173,True,False,False,False,False,False,True,False,True,False
5174,False,False,False,False,False,False,True,False,True,False
5175,False,True,False,False,False,False,True,False,False,True
5176,False,True,False,False,False,False,True,False,True,False
5177,True,False,False,False,False,True,False,False,True,False
5178,True,False,False,False,False,False,True,False,True,False
5179,False,True,False,False,False,True,False,False,True,False
5180,False,False,False,False,False,False,True,False,False,True
5181,False,True,False,False,False,False,True,False,True,False
5182,True,False,False,False,False,True,False,False,True,False
5183,False,True,False,False,False,True,False,False,False,True
5184,False,True,False,False,False,False,True,False,True,False
5185,False,True,False,True,False,False,True,False,True,False
5186,False,False,False,False,False,False,True,False,True,False
5187,False,False,False,False,False,False,True,False,True,False
5188,True,False,False,False,False,False,True,False,True,False
5189,False,False,False,False,False,False,True,False,False,True
5190,False,True,True,False,False,True,False,False,True,False
5191,False,False,False,False,False,False,True,False,True,False
5192,False,True,False,True,False,False,False,True,True,False
5193,False,False,False,False,False,False,True,False,True,False
5194,False,False,False,False,False,False,True,False,True,False
5195,False,True,False,False,False,False,True,False,True,False
5196,False,True,False,False,False,False,True,False,True,False
5197,False,True,False,False,False,False,True,False,True,False
5198,False,True,False,False,False,False,True,False,True,False
5199,False,False,False,False,False,True,False,False,False,True
5200,False,True,False,False,False,False,True,False,True,False
5201,False,False,False,False,False,False,True,False,True,False
5202,False,True,False,False,False,False,True,False,True,False
5203,False,True,False,False,False,False,True,False,True,False
5204,False,True,False,False,False,False,True,False,False,True
5205,True,False,False,False,False,False,True,False,True,False
5206,True,False,False,False,False,False,True,False,True,False
5207,False,False,False,False,False,False,True,False,True,False
5208,False,True,False,False,False,False,True,False,True,False
5209,True,False,False,False,False,False,True,False,True,False
5210,False,True,True,False,False,False,True,False,True,False
5211,False,True,False,False,False,False,True,False,False,True
5212,False,True,False,False,False,False,True,False,True,False
5213,False,True,False,False,False,False,True,False,True,False
5214,False,True,False,False,False,True,False,False,True,False
5215,False,True,False,False,False,False,True,False,True,False
5216,True,False,False,False,False,False,True,False,True,False
5217,True,False,False,False,False,False,True,False,True,False
5218,False,True,False,False,False,False,True,False,True,False
5219,False,True,False,False,False,False,True,False,True,False
5220,False,False,False,False,False,True,False,False,True,False
5221,False,True,False,False,False,False,True,False,False,True
5222,True,False,False,False,False,False,False,True,True,False
5223,True,False,False,False,False,False,True,False,True,False
5224,False,True,False,False,False,False,True,False,True,False
5225,False,False,False,False,False,False,True,False,True,False
5226,False,False,False,False,False,False,False,True,True,False
5227,False,True,False,False,False,False,True,False,True,False
5228,False,True,True,False,False,False,False,True,True,False
5229,False,False,True,False,False,False,False,True,True,False
5230,False,False,True,False,False,False,True,False,True,False
5231,True,False,False,False,False,True,False,False,True,False
5232,False,True,False,False,False,False,True,False,True,False
5233,False,True,False,False,False,False,True,False,False,True
5234,True,False,False,False,False,True,False,False,False,True
5235,False,True,False,False,False,False,True,False,True,False
5236,False,True,False,False,False,False,True,False,True,False
5237,False,True,False,False,False,False,True,False,True,False
5238,False,False,True,True,False,False,True,False,True,False
5239,False,False,False,False,False,False,True,False,True,False
5240,False,True,False,False,False,False,True,False,True,False
5241,False,False,False,False,False,False,True,False,True,False
5242,False,False,False,False,False,False,True,False,True,False
5243,True,False,False,False,False,False,True,False,True,False
5244,True,False,False,False,False,False,False,True,True,False
5245,False,True,False,False,False,True,False,False,False,True
5246,False,False,False,False,False,False,True,False,False,True
5247,True,False,False,False,False,False,True,False,True,False
5248,False,True,False,False,False,True,False,False,True,False
5249,False,False,False,False,False,False,True,False,False,True
5250,False,False,False,False,False,False,True,False,True,False
5251,False,True,False,False,False,True,False,False,True,False
5252,True,False,False,False,False,True,False,False,True,False
5253,False,False,True,False,False,False,False,True,True,False
5254,False,True,False,False,False,False,True,False,True,False
5255,False,False,False,False,False,False,False,True,True,False
5256,False,True,True,False,False,False,False,True,True,False
5257,False,True,False,False,False,False,True,False,True,False
5258,False,True,False,False,False,False,True,False,False,True
5259,True,False,False,False,False,False,True,False,True,False
5260,False,False,False,False,False,False,True,False,True,False
5261,False,False,False,False,False,True,False,False,False,True
5262,False,False,False,False,False,False,True,False,True,False
5263,True,False,False,False,False,False,True,False,True,False
5264,False,True,False,False,False,True,False,False,True,False
5265,False,False,False,False,False,False,True,False,True,False
5266,False,True,False,False,False,False,True,False,False,True
5267,False,True,False,False,False,False,True,False,False,True
5268,False,True,False,True,False,True,False,False,True,False
5269,True,False,False,False,False,True,False,False,True,False
5270,False,True,False,False,False,False,True,False,True,False
5271,False,False,False,False,False,False,True,False,False,True
5272,False,True,False,False,False,True,False,False,True,False
5273,False,True,True,False,False,True,False,False,True,False
5274,False,True,False,False,False,False,True,False,True,False
5275,False,True,False,False,False,False,False,True,True,False
5276,False,False,True,False,False,True,False,False,False,True
5277,False,True,False,False,False,False,False,True,True,False
5278,False,True,False,False,False,False,True,False,True,False
5279,False,True,False,False,False,False,True,False,False,True
5280,False,True,False,False,False,False,True,False,True,False
5281,False,False,False,False,False,False,True,False,True,False
5282,True,False,False,False,False,False,True,False,True,False
5283,False,True,False,False,False,False,True,False,True,False
5284,False,False,False,False,False,False,True,False,True,False
5285,True,False,False,False,False,True,False,False,False,True
5286,False,True,False,False,False,False,True,False,True,False
5287,False,True,False,False,False,False,True,False,True,False
5288,True,False,False,False,False,True,False,False,True,False
5289,False,False,False,False,False,True,False,False,True,False
5290,False,True,False,False,False,False,True,False,True,False
5291,False,True,False,False,False,False,True,False,False,True
5292,False,True,False,False,False,False,True,False,False,True
5293,True,False,False,False,False,True,False,False,False,True
5294,False,False,False,False,False,False,True,False,True,False
5295,True,False,False,False,False,False,True,False,True,False
5296,False,False,False,False,False,False,True,False,True,False
5297,False,False,False,False,False,False,True,False,True,False
5298,True,False,False,False,False,False,True,False,False,True
